"phi_g8_eig_1","Points:0","Points:1","Points:2"
5.958,0,99.314,0
5.8303,0,99.568,0
5.7056,0,99.822,0
5.5857,0,100.08,0
5.4663,0,100.33,0
5.3473,0,100.58,0
5.2287,0,100.84,0
5.1137,0,101.09,0
5.0102,0,101.35,0
4.9067,0,101.6,0
4.8032,0,101.85,0
4.6997,0,102.11,0
4.5962,0,102.36,0
4.4927,0,102.62,0
4.3892,0,102.87,0
4.2857,0,103.12,0
4.1823,0,103.38,0
4.0788,0,103.63,0
3.9753,0,103.89,0
3.8803,0,104.14,0
3.7974,0,104.39,0
3.7145,0,104.65,0
3.6317,0,104.9,0
3.5488,0,105.16,0
3.4659,0,105.41,0
3.3831,0,105.66,0
3.3003,0,105.92,0
3.2175,0,106.17,0
3.1347,0,106.43,0
3.0519,0,106.68,0
2.9691,0,106.93,0
2.8961,0,107.19,0
2.8312,0,107.44,0
2.7663,0,107.7,0
2.7015,0,107.95,0
2.6367,0,108.2,0
2.572,0,108.46,0
2.5073,0,108.71,0
2.4426,0,108.97,0
2.3779,0,109.22,0
2.3133,0,109.47,0
2.2488,0,109.73,0
2.1843,0,109.98,0
2.1256,0,110.24,0
2.073,0,110.49,0
2.0212,0,110.74,0
1.9701,0,111,0
1.9195,0,111.25,0
1.8696,0,111.51,0
1.8201,0,111.76,0
1.771,0,112.01,0
1.7224,0,112.27,0
1.6742,0,112.52,0
1.6263,0,112.78,0
1.5795,0,113.03,0
1.5358,0,113.28,0
1.4925,0,113.54,0
1.4497,0,113.79,0
1.4072,0,114.05,0
1.3699,0,114.3,0
1.3333,0,114.55,0
1.2973,0,114.81,0
1.2617,0,115.06,0
1.2265,0,115.32,0
1.1917,0,115.57,0
1.1573,0,115.82,0
1.1232,0,116.08,0
1.0895,0,116.33,0
1.0561,0,116.59,0
1.0231,0,116.84,0
0.9903,0,117.09,0
0.95783,0,117.35,0
0.92565,0,117.6,0
0.89374,0,117.86,0
0.86209,0,118.11,0
0.83069,0,118.36,0
0.79954,0,118.62,0
0.76893,0,118.87,0
0.74111,0,119.13,0
0.71355,0,119.38,0
0.68623,0,119.63,0
0.66144,0,119.89,0
0.63803,0,120.14,0
0.6148,0,120.4,0
0.59173,0,120.65,0
0.56883,0,120.9,0
0.54608,0,121.16,0
0.52349,0,121.41,0
0.50104,0,121.67,0
0.47874,0,121.92,0
0.45658,0,122.17,0
0.43455,0,122.43,0
0.41267,0,122.68,0
0.39091,0,122.94,0
0.36928,0,123.19,0
