"Material_id","Power_eig0","phi_assembly_g_0_eig0","phi_assembly_g_1_eig0","phi_assembly_g_2_eig0","phi_assembly_g_3_eig0","phi_assembly_g_4_eig0","phi_assembly_g_5_eig0","phi_assembly_g_6_eig0","phi_assembly_g_7_eig0","phi_g1_eig_1","phi_g2_eig_1","phi_g3_eig_1","phi_g4_eig_1","phi_g5_eig_1","phi_g6_eig_1","phi_g7_eig_1","phi_g8_eig_1","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,2.211,2.9501,3.2181,1.1441,4.5211,11.052,11.649,5.3989,1,227.58,0,100.58,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,2.1439,2.851,3.1094,1.1084,4.4179,10.808,11.392,5.2798,1,227.84,0,100.84,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,2.0803,2.7575,3.0066,1.0746,4.3179,10.571,11.143,5.1642,1,228.09,0,101.09,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,2.0279,2.6825,2.924,1.0468,4.2288,10.357,10.918,5.0601,1,228.35,0,101.35,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,1.9755,2.6076,2.8415,1.019,4.1396,10.144,10.694,4.956,1,228.6,0,101.6,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,1.9231,2.5327,2.7589,0.99119,4.0505,9.9304,10.47,4.8519,1,228.85,0,101.85,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,1.8708,2.4578,2.6763,0.96339,3.9614,9.7169,10.245,4.7478,1,229.11,0,102.11,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,1.8184,2.3829,2.5937,0.9356,3.8723,9.5034,10.021,4.6437,1,229.36,0,102.36,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,1.766,2.308,2.5112,0.90781,3.7832,9.29,9.7962,4.5396,1,229.62,0,102.62,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,1.7136,2.2331,2.4286,0.88001,3.6941,9.0765,9.5718,4.4354,1,229.87,0,102.87,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,1.6612,2.1582,2.346,0.85222,3.6049,8.8631,9.3473,4.3313,1,230.12,0,103.12,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,1.6089,2.0833,2.2635,0.82443,3.5158,8.6497,9.1229,4.2272,1,230.38,0,103.38,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,1.5565,2.0084,2.1809,0.79664,3.4267,8.4362,8.8985,4.1231,1,230.63,0,103.63,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,1.5041,1.9335,2.0983,0.76886,3.3376,8.2228,8.6741,4.019,1,230.89,0,103.89,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,1.4583,1.8689,2.0271,0.7446,3.2562,8.0269,8.468,3.9235,1,231.14,0,104.14,0
381,0,2.6376,4.0189,4.0438,1.2725,3.5354,8.319,8.7248,4.0489,1.4217,1.8189,1.9719,0.72535,3.1857,7.8557,8.2877,3.8399,1,231.39,0,104.39,0
